ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
194.39.205.240,dns2.cheazey.net.,202401,Webhosting24 GmbH,DE,Munich,dnsmasq-pi-hole-2.85,,false,0.97,2021-05-03T22:26:29Z,2021-04-21T07:04:39Z
2a0c:8fc0:c3e5::1000,dns2.cheazey.net.,202401,Webhosting24 GmbH,DE,,dnsmasq-pi-hole-2.85,,false,0.96,2021-05-03T22:24:14Z,2021-04-21T07:04:40Z
24.96.80.122,user-24-96-80-122.knology.net.,12083,WOW-INTERNET,US,Montgomery,,,false,0.99,2021-05-03T22:24:15Z,2021-04-23T16:46:50Z
103.85.104.36,,136255,"Telecom International Myanmar Co., Ltd",MM,Yangon,x.x.x,,false,1.00,2021-05-09T14:37:40Z,2021-04-24T05:55:09Z
197.248.116.74,197-248-116-74.safaricombusiness.co.ke.,37061,Safaricom,KE,Nairobi,,,false,0.60,2021-05-20T12:49:36Z,2021-04-25T03:30:16Z
69.1.1.251,user-69-1-1-251.knology.net.,12083,WOW-INTERNET,US,Montgomery,,,false,0.98,2021-05-03T22:26:33Z,2021-04-25T05:42:02Z
202.28.197.202,,4621,Chulalongkorn University,TH,,dnsmasq-pi-hole-2.85,,true,0.98,2021-05-18T01:45:58Z,2021-04-25T14:03:24Z
76.76.2.0,p0.freedns.controld.com.,398962,CONTROLD,CA,,9.11.3-1ubuntu1.14-Ubuntu,,true,1.00,2021-05-03T22:25:05Z,2021-04-25T23:16:53Z
76.76.2.1,p1.freedns.controld.com.,398962,CONTROLD,CA,,9.11.3-1ubuntu1.14-Ubuntu,,true,1.00,2021-05-03T22:26:38Z,2021-04-25T23:16:53Z
76.76.2.2,p2.freedns.controld.com.,398962,CONTROLD,CA,,,,true,1.00,2021-05-03T22:25:00Z,2021-04-25T23:16:53Z
76.76.2.3,p3.freedns.controld.com.,398962,CONTROLD,CA,,,,true,1.00,2021-05-03T22:26:29Z,2021-04-25T23:16:53Z
195.112.96.34,ns.maxnet.ru.,8636,MAXnet Systems Ltd.,RU,Obninsk,unbound 1.5.8,,true,1.00,2021-05-03T22:25:06Z,2021-04-26T14:08:30Z
208.91.112.52,fortinet-public-dns-52.fortinet.com.,40934,FORTINET,CA,Burnaby,UNKNOWN,,true,1.00,2021-05-03T22:26:31Z,2021-04-27T02:59:40Z
208.91.112.53,fortinet-public-dns-53.fortinet.com.,40934,FORTINET,CA,Burnaby,UNKNOWN,,true,1.00,2021-05-05T22:31:33Z,2021-04-27T02:59:41Z
2607:5300:203:7f27:5054:ff:fe45:85b5,root.dns.caramelfox.net.,16276,OVH SAS,CA,,[hidden],,true,0.99,2021-05-03T22:24:48Z,2021-04-27T13:44:46Z
2607:5300:203:7f27:5054:ff:fe57:4a07,ns8.ca.dns.opennic.caramelfox.net.,16276,OVH SAS,CA,,[hidden],,true,0.99,2021-05-03T22:23:51Z,2021-04-27T13:44:47Z
202.46.34.74,svr74.efeedlink.com.,24413,"ShenZhen Sunrise Technology Co.,Ltd.",CN,Guangzhou,9.11.4-P2-RedHat-9.11.4-26.P2.el7_9.4,,true,1.00,2021-05-03T22:23:55Z,2021-04-28T17:24:20Z
196.13.158.51,,3067,DENINF-IPLAN,ZA,,,,false,0.90,2021-05-18T01:46:08Z,2021-04-28T17:25:25Z
196.15.170.131,ns1.gns.co.za.,5713,SAIX-NET,ZA,Secunda,,,false,1.00,2021-05-23T03:46:52Z,2021-04-28T17:25:38Z
196.13.141.10,,3067,DENINF-IPLAN,ZA,Midrand,,,false,0.82,2021-05-03T22:25:12Z,2021-04-28T17:25:40Z
105.30.247.93,ns3.gns.co.za.,37100,SEACOM-AS,ZA,Durban,,,false,0.74,2021-05-03T22:25:54Z,2021-04-28T17:25:42Z
103.23.150.89,ns9.maharashtra.gov.in.,132043,4th Floor New Administrative Building,IN,,Microsoft DNS 6.1.7601 (1DB15EC5),,false,1.00,2021-05-03T22:26:18Z,2021-04-28T17:26:12Z
185.51.200.10,185.51.200.10.shahrad.net.,48715,Sefroyek Pardaz Engineering Co. LTD,IR,,,,false,0.99,2021-05-03T22:25:03Z,2021-04-28T18:34:55Z
45.90.28.169,dns1.nextdns.io.,34939,"nextdns, Inc.",US,,,,true,1.00,2021-05-03T22:25:55Z,2021-04-29T03:44:54Z
45.90.30.169,dns2.nextdns.io.,34939,"nextdns, Inc.",US,,,,true,1.00,2021-05-03T22:25:01Z,2021-04-29T03:44:56Z
185.82.126.226,,52173,Sia Nano IT,LV,,dnsmasq-pi-hole-2.85,,false,0.61,2021-05-03T22:24:08Z,2021-05-02T17:40:22Z
216.183.209.226,,55944,Ooredoo Maldives Plc,MV,,,,false,0.72,2021-06-10T22:45:18Z,2021-05-05T00:21:40Z
216.183.210.18,,55944,Ooredoo Maldives Plc,MV,,,,false,0.79,2021-06-10T22:45:25Z,2021-05-05T00:23:46Z
4.2.2.2,b.resolvers.Level3.net.,3356,LEVEL3,US,,Version: recursive-main/20717463,,false,0.97,2021-06-09T19:40:21Z,2021-05-06T13:51:48Z
158.43.240.4,cache0004.ns.eu.uu.net.,702,UUNET,GB,,,,true,0.97,2021-06-10T22:45:20Z,2021-05-06T13:52:21Z
194.98.65.65,cache0300.ns.eu.uu.net.,702,UUNET,FR,Paris,,,true,0.94,2021-06-15T20:10:00Z,2021-05-06T13:52:34Z
149.112.112.11,dns11.quad9.net.,19281,QUAD9-AS-1,US,,Q9-B-7.0,,true,0.99,2021-06-10T22:45:50Z,2021-05-06T21:35:32Z
45.90.30.205,dns2.nextdns.io.,34939,"nextdns, Inc.",US,,,,true,1.00,2021-06-09T14:42:20Z,2021-05-12T14:59:30Z
117.55.243.14,,38625,CJONLINE ISP India,IN,Greater Noida,dnsmasq-2.48,,true,0.79,2021-06-10T22:45:26Z,2021-05-14T06:19:48Z
197.189.234.82,,37153,xneelo,ZA,,,,false,1.00,2021-06-10T22:45:22Z,2021-05-14T06:24:48Z
203.201.60.12,ns.belltele.in.,45648,"Bell Teleservices India Pvt Ltd., ISP having own OFC network in Bangalore, India.",IN,Bengaluru,9.9.5-3ubuntu0.8-Ubuntu,,true,0.93,2021-06-15T20:10:02Z,2021-05-14T06:26:37Z
204.152.204.10,lookup1.resolver.lax-noc.com.,8100,ASN-QUADRANET-GLOBAL,US,Los Angeles,unbound 1.4.22,,true,0.95,2021-06-10T22:45:23Z,2021-05-14T06:27:07Z
45.248.197.53,45-248-197-53.myrepublic.net.,9310,MYREPUBLIC PTY LTD,AU,,PowerDNS Recursor 4.5.0-alpha0.734.master.gd799ea222 (built Jan  7 2021 20:32:51 by root@09ffbfce6f84),,false,1.00,2021-06-09T19:39:42Z,2021-05-14T06:30:23Z
46.227.67.134,dns01.prd.kista.ovpn.com.,42675,Obehosting AB,SE,Stockholm,,,true,0.95,2021-06-15T20:10:02Z,2021-05-14T06:30:46Z
5.133.40.77,ns1.solwaycomms.net.,199468,Grain Communications Limited,GB,Carlisle,Served by PowerDNS - http://www.powerdns.com,,false,0.90,2021-06-10T22:45:26Z,2021-05-14T06:30:53Z
62.2.174.133,ns2.entex.ch.,6830,Liberty Global B.V.,CH,Biel/Bienne,,,false,1.00,2021-06-10T22:45:21Z,2021-05-14T06:31:36Z
80.67.169.12,ns0.fdn.fr.,20766,Association Gitoyen,FR,,unbound 1.9.0,,true,0.99,2021-06-09T19:39:50Z,2021-05-31T13:34:47Z
41.231.30.138,resolver5.orange.tn.,37492,ORANGE,TN,,,,false,1.00,2021-06-09T19:40:06Z,2021-06-09T14:12:21Z
45.90.28.203,dns1.nextdns.io.,34939,"nextdns, Inc.",US,,,,true,1.00,2021-06-09T19:40:20Z,2021-06-09T14:12:28Z
209.130.139.2,dns2.roc.gblx.net.,3549,LVLT-3549,US,New York,Version: recursive-main/20717463,,false,0.50,2020-07-14T15:59:37Z,2009-08-08T23:49:19Z
62.233.128.17,szafir.futuro.pl.,12741,Netia SA,PL,,9.6.1-P1,,false,0.60,2021-05-17T15:34:00Z,2009-08-09T02:09:53Z
64.212.106.85,dns2.jfk.gblx.net.,3549,LVLT-3549,US,New York,Version: recursive-main/20717463,,false,0.50,2020-07-14T15:59:38Z,2009-08-09T02:10:02Z
206.165.6.12,dns2.phx.gblx.net.,3549,LVLT-3549,US,Phoenix,Version: recursive-main/20717463,,false,0.50,2020-07-14T15:59:37Z,2010-12-24T00:45:38Z
67.17.215.133,dns2.snv.gblx.net.,3549,LVLT-3549,US,South Plainfield,Version: recursive-main/20717463,,false,0.50,2020-07-14T15:59:40Z,2010-12-24T00:45:54Z
69.7.192.2,ns2.cimcoisp.net.,16399,FIRSTCOMM-AS2,US,,9.8.2rc1-RedHat-9.8.2-0.30.rc1.el6_6.2,,false,0.50,2020-07-14T15:59:40Z,2013-01-30T18:21:03Z
170.56.58.53,,15854,EntServ Deutschland GmbH,,,9.11.4-P2-RedHat-9.11.4-9.P2.el7,,true,0.50,2020-07-14T15:59:38Z,2013-01-30T18:36:59Z
217.77.71.1,,16058,Gabon-Telecom,GA,Libreville,,,false,0.50,2020-07-14T15:59:47Z,2013-01-30T19:43:41Z
218.102.23.228,ns3.netvigator.com.,4760,HKT Limited,HK,Central,[Secured],,false,0.99,2021-05-03T22:24:05Z,2013-01-30T19:43:49Z
85.132.32.41,ns1.caspel.com.,207251,CASPEL LLC,AZ,Baku,Caspel,,false,0.89,2021-05-17T15:34:23Z,2013-01-31T00:20:19Z
193.251.169.83,dns.cetic.dz.,36947,Telecom Algeria,FR,,HyperDNS Version 1.9.77,,false,0.67,2020-07-15T06:27:22Z,2013-03-23T01:02:29Z
195.189.130.1,ns1.obox.dk.,62121,Christian Ebsen ApS,DK,,Served by POWERDNS 2.9.22 $Id: packethandler.cc 1321 2008-12-06 19:44:36Z ahu $,,false,0.90,2020-07-14T22:27:14Z,2013-04-23T02:30:36Z
216.136.95.2,ns1.ctl.one.,3549,LVLT-3549,US,Burleson,,,false,0.50,2020-07-14T15:59:50Z,2013-04-23T02:57:22Z
62.77.202.25,,12301,Invitech ICT Services Kft.,HU,Budapest,9.8.4-rpz2+rl005.12-P1,,false,0.78,2020-07-15T10:38:26Z,2013-04-23T03:07:26Z
193.95.93.243,dns2.planettunisie.com.,37492,ORANGE,TN,,[SECURED],,false,1.00,2021-05-18T02:58:11Z,2013-05-18T17:02:30Z
213.136.192.2,,197994,SUHUF Internet Services,SA,,,,false,0.50,2020-07-14T16:00:04Z,2013-08-08T08:42:38Z
78.38.117.206,,58224,Iran Telecommunication Company PJS,IR,,,,false,0.50,2020-07-14T16:00:00Z,2013-08-27T16:09:08Z
69.67.97.18,ns2.fortisusa.net.,26859,TELENET-INTL,US,Littleton,,,false,0.50,2020-07-14T16:00:05Z,2014-05-19T09:28:38Z
91.186.192.3,ns.cyber.ir.,16200,Raya Sepehr Vira Data Processing Company Ltd.,IR,,,,false,0.50,2020-07-14T16:00:17Z,2014-05-19T09:58:57Z
219.252.2.100,ns2.skline.co.kr.,18302,SK Telecom,KR,,,,false,0.50,2020-07-14T16:00:14Z,2014-07-09T19:35:13Z
203.189.89.15,ip-89.15.djmigas.esdm.go.id.,38765,Departemen Energi dan Sumber Daya Mineral,ID,Bandung,9.5.1-P3,,false,0.50,2020-07-14T16:00:12Z,2014-09-10T14:03:02Z
212.244.48.137,pc337.myslenice.net.pl.,5617,Orange Polska Spolka Akcyjna,PL,Kwidzyn,,,false,0.50,2020-07-14T16:00:12Z,2014-12-27T00:09:11Z
64.128.251.228,,16896,NCN,US,,,,false,0.50,2020-07-14T16:00:17Z,2014-12-29T12:09:31Z
207.188.83.213,,11342,PATHWAY,CA,Whitby,dnsmasq-2.62,,false,0.50,2020-07-14T16:00:24Z,2014-12-29T12:22:00Z
202.182.53.17,,38511,PT Remala Abadi,ID,Jakarta,,,false,0.50,2020-07-14T16:00:20Z,2014-12-29T12:29:06Z
195.162.8.154,,44622,Telecom Plus Ltd.,RU,,,,false,0.50,2020-07-14T16:00:18Z,2014-12-29T12:30:54Z
178.150.45.81,81.45.150.178.triolan.net.,13188,Content Delivery Network Ltd,UA,Kyiv,,,true,0.50,2020-07-14T16:00:19Z,2014-12-29T12:42:23Z
116.212.96.75,,18059,DTPNET NAP,ID,,,,false,0.50,2020-07-14T16:00:24Z,2014-12-29T13:01:56Z
222.234.2.183,,9318,SK Broadband Co Ltd,KR,Gimhae,,,false,0.50,2020-07-14T16:00:31Z,2014-12-29T13:23:58Z
130.185.242.224,ip-224-242.optinet.bg.,48917,Optinet Ltd,BG,Yambol,,,false,0.50,2020-07-14T16:00:29Z,2014-12-29T13:39:03Z
79.187.201.181,hht181.internetdsl.tpnet.pl.,5617,Orange Polska Spolka Akcyjna,PL,Gmina Siemiątkowo,,,false,0.50,2020-07-14T16:00:31Z,2014-12-29T13:52:22Z
62.86.183.222,host-62-86-183-222.business.telecomitalia.it.,3269,Telecom Italia,IT,Milazzo,dnsmasq-2.52,,false,0.50,2020-07-14T16:00:33Z,2014-12-29T13:53:15Z
101.255.56.249,,38511,PT Remala Abadi,ID,Jakarta,,,false,0.50,2020-07-14T16:00:32Z,2014-12-29T13:55:46Z
86.58.179.6,hq.mind4it.dk.,16095,Sentia Denmark A/S,DK,Naerum,dnsmasq-2.15,,false,0.50,2020-07-14T16:00:34Z,2014-12-29T14:05:15Z
195.189.150.37,ns.iristel.ro.,39829,Iristel Romania Srl,RO,,None of your business,,true,0.50,2020-07-14T16:00:35Z,2014-12-29T14:11:48Z
66.18.240.197,hw2-sb-66-18-240-197.nucleus.com.,26546,NUCLEUS-INC,CA,Calgary,dnsmasq-2.45,,true,0.50,2020-07-14T16:00:36Z,2014-12-29T14:12:02Z
79.187.201.179,hht179.internetdsl.tpnet.pl.,5617,Orange Polska Spolka Akcyjna,PL,Gmina Siemiątkowo,,,false,0.50,2020-07-14T16:00:36Z,2014-12-29T14:21:12Z
193.109.160.177,user-160-177.mol.net.ua.,45025,Online Technologies LTD,UA,Makiyivka,,,false,0.50,2020-07-14T16:00:38Z,2014-12-29T14:23:59Z
192.99.195.133,,16276,OVH SAS,CA,,,,false,0.50,2020-07-14T16:00:38Z,2014-12-29T14:24:23Z
181.14.245.186,host186.181-14-245.telecom.net.ar.,7303,Telecom Argentina S.A.,AR,Victoria,,,false,0.50,2020-07-14T16:00:40Z,2014-12-29T14:36:48Z
91.203.177.216,,47118,MAN net Ltd.,RU,Smolensk,,,false,0.50,2020-07-14T16:00:39Z,2014-12-29T14:39:39Z
195.252.95.208,smtp.ateksbg.com.,6700,BeotelNet-ISP d.o.o,RS,Aleksinac,Microsoft DNS 6.1.7600 (1DB04001),,false,0.50,2020-07-14T16:00:48Z,2014-12-29T14:57:40Z
176.110.8.17,host-176-110-8-17.la.net.ua.,41911,Lanet Network Ltd,UA,Syeverodonets'k,LanetDNS v2.1.0,,false,0.50,2020-07-14T16:00:46Z,2014-12-29T14:58:44Z
216.169.187.240,ctt187240.ceinetworks.com.,7029,WINDSTREAM,US,Milton,dnsmasq-2.15,,false,0.50,2020-07-14T16:00:50Z,2014-12-29T15:18:55Z
192.99.195.130,efa.logodesignguru.com.,16276,OVH SAS,CA,,,,false,0.50,2020-07-14T16:00:49Z,2014-12-29T15:19:31Z
59.125.182.149,59-125-182-149.HINET-IP.hinet.net.,3462,Data Communication Business Group,TW,Taipei,dnsmasq-2.33,,false,0.50,2020-07-14T16:00:52Z,2014-12-29T15:20:53Z
195.204.130.85,,2116,Globalconnect As,NO,Kviteseid,,,false,0.50,2020-07-14T16:00:58Z,2014-12-29T15:20:56Z
142.165.78.223,142-165-78-223.prna.static.sasknet.sk.ca.,803,SASKTEL,CA,Lloydminster,,,true,0.50,2020-07-14T16:00:54Z,2014-12-29T15:39:48Z
91.122.77.189,ppp91-122-77-189.pppoe.avangarddsl.ru.,12389,Rostelecom,RU,St Petersburg,,,false,0.50,2020-07-14T16:00:55Z,2014-12-29T15:40:09Z
79.190.224.27,isr27.internetdsl.tpnet.pl.,5617,Orange Polska Spolka Akcyjna,PL,Koło,,,false,0.50,2020-07-14T16:01:01Z,2014-12-29T15:57:21Z
80.199.45.70,80-199-45-70-static.dk.customer.tdc.net.,3292,Tele Danmark,DK,Frederiksberg,,,false,0.50,2020-07-14T16:01:04Z,2014-12-29T16:05:51Z
212.19.106.134,dns.info-ser.it.,15691,Leonet srl,IT,Livorno,9.3.2-P1,,false,0.50,2020-07-14T16:01:05Z,2014-12-29T16:12:23Z
210.61.2.237,210-61-2-237.HINET-IP.hinet.net.,3462,Data Communication Business Group,TW,Taipei,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.50,2020-07-14T16:01:08Z,2014-12-29T16:14:21Z
202.39.210.77,202-39-210-77.HINET-IP.hinet.net.,3462,Data Communication Business Group,TW,Taipei,dnsmasq-2.48,,false,0.50,2020-07-14T16:01:12Z,2014-12-29T16:27:22Z
209.252.188.103,209-252-188-103.ip.mcleodusa.net.,7029,WINDSTREAM,US,Garland,,,false,0.50,2020-07-14T16:01:11Z,2014-12-29T16:27:59Z
209.252.188.104,209-252-188-104.ip.mcleodusa.net.,7029,WINDSTREAM,US,Garland,,,false,0.50,2020-07-14T16:01:12Z,2014-12-29T16:33:16Z
125.206.220.10,tdsweb.tsukuba-ds.com.,4713,NTT Communications Corporation,JP,Tsukuba,,,false,0.93,2021-05-18T02:58:34Z,2014-12-29T16:51:37Z
211.188.11.201,,38704,KT POWERTEL,KR,,no,,false,0.50,2020-07-14T16:01:22Z,2014-12-29T17:16:17Z
200.45.184.43,host43.200-45-184.telecom.net.ar.,7303,Telecom Argentina S.A.,AR,Tigre,,,false,0.64,2021-05-19T09:47:04Z,2014-12-29T17:54:47Z
162.247.147.98,,11910,LAKENET-LLC,US,Hemlock,,,false,0.50,2020-07-14T16:01:28Z,2014-12-29T17:58:47Z
91.200.227.141,91-200-227-141.client.linkline.ru.,44041,Korporatsia Svyazy Ltd.,RU,Reutov,,,false,0.50,2020-07-14T16:01:27Z,2014-12-29T18:02:44Z
5.196.123.133,ns2.realidadfutura.net.,16276,OVH SAS,FR,,9.8.4-rpz2+rl005.12-P1,,false,0.50,2020-07-14T16:01:28Z,2014-12-29T18:12:13Z
204.13.152.3,NS2.Multacom.COM.,35916,MULTA-ASN1,US,,Not disclosed,,false,0.89,2021-05-03T22:24:39Z,2014-12-29T18:35:24Z
220.110.210.114,dylan.ikko-j.co.jp.,4713,NTT Communications Corporation,JP,Fukuyama,,,false,0.50,2020-07-14T16:01:40Z,2014-12-29T19:05:08Z
86.107.249.193,ppp24910786193.ambra.ro.,34630,Ambra SRL,RO,Piatra Neamţ,,,false,0.67,2020-07-14T16:22:01Z,2014-12-29T19:06:04Z
212.30.220.133,postur.tinna.is.,6677,Siminn,IS,Grindavik,unbound 1.6.6,,true,0.89,2020-07-16T10:39:26Z,2014-12-29T19:25:02Z
24.181.107.227,southerncontrols.com.,20115,CHARTER-20115,US,Montgomery,dnsmasq-2.76,,false,0.50,2020-07-14T16:01:46Z,2014-12-29T19:56:22Z
24.181.107.226,southerncontrols.com.,20115,CHARTER-20115,US,Montgomery,dnsmasq-2.76,,false,0.50,2020-07-14T16:01:49Z,2014-12-29T20:15:38Z
200.110.130.195,host195.200.110.130.ifxnw.com.ar.,18747,IFX18747,AR,Buenos Aires,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.50,2020-07-14T16:01:50Z,2014-12-29T20:21:26Z
24.181.107.231,southerncontrols.com.,20115,CHARTER-20115,US,Montgomery,dnsmasq-2.76,,false,0.50,2020-07-14T16:01:52Z,2014-12-29T20:35:10Z
194.247.190.70,194-247-190-70.wlc-net.ru.,50182,Proxima Ltd,RU,Ramenskoye,,,false,0.50,2020-07-14T16:01:53Z,2014-12-29T20:45:39Z
221.186.117.10,,4713,NTT Communications Corporation,JP,Gifu,,,false,0.36,2021-05-03T22:25:14Z,2014-12-29T21:01:06Z
210.60.147.4,dim.meiho.edu.tw.,1659,Taiwan Academic Network (TANet) Information Center,TW,,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.43,2020-07-15T17:38:28Z,2014-12-29T21:12:11Z
204.50.158.125,,3602,AS3602-ROGERS-COM,CA,,Version: recursive-main/18640994,,false,0.50,2020-07-14T16:02:02Z,2014-12-29T21:25:15Z
82.70.88.14,82-70-88-14.dsl.in-addr.zen.co.uk.,13037,Zen Internet Ltd,GB,Kettering,,,true,0.87,2020-07-15T17:39:39Z,2014-12-29T21:46:20Z
104.131.37.180,,14061,DIGITALOCEAN-ASN,US,Clifton,dnsmasq-2.68,,false,0.79,2021-05-17T20:54:35Z,2014-12-29T22:11:20Z
89.221.2.168,p59DD02A8.biz.antilo.de.,42596,net-and-phone GmbH,DE,Essen,9.8.2rc1-RedHat-9.8.2-0.30.rc1.el6_6.3,,false,0.50,2020-07-14T16:02:13Z,2014-12-29T22:20:24Z
90.183.151.106,106.151.broadband16.iol.cz.,5610,"O2 Czech Republic, a.s.",CZ,Pardubice,,,false,0.50,2020-07-14T16:02:13Z,2014-12-29T22:23:02Z
90.183.151.107,107.151.broadband16.iol.cz.,5610,"O2 Czech Republic, a.s.",CZ,Pardubice,,,false,0.67,2020-07-14T16:22:18Z,2014-12-29T22:23:41Z
216.240.32.72,dns-delight.idiom.com.,10993,AERIONET-INC,US,Los Angeles,9.8.2rc1-RedHat-9.8.2-0.68.rc1.el6_10.3,,true,0.50,2020-07-14T16:02:16Z,2014-12-29T22:30:09Z
81.138.71.238,host81-138-71-238.in-addr.btopenworld.com.,2856,British Telecommunications PLC,GB,Belfast,,,true,0.89,2020-07-14T21:28:29Z,2014-12-29T22:57:29Z
216.66.104.72,vtelinet-216-66-104-72.vermontel.net.,17356,VERMONT-TELE,US,South Woodstock,,,false,0.50,2020-07-14T16:02:21Z,2014-12-29T23:02:37Z
186.56.59.251,186-56-59-251.mrse.com.ar.,265877,Cotelvo Ltda.,AR,,,,false,0.50,2020-07-14T16:02:23Z,2014-12-29T23:12:44Z
46.20.67.50,46.20.67.50.svttk.ru.,15774,Joint Stock Company TransTeleCom,RU,Samara,dnsmasq-2.68,,false,0.50,2020-07-14T16:02:26Z,2014-12-29T23:43:58Z
207.35.8.169,,577,BACOM,CA,Etobicoke,,,false,0.50,2020-07-14T16:02:27Z,2014-12-30T00:04:42Z
85.214.151.164,bavs.at.,6724,Strato AG,DE,,dnsmasq-2.75,,false,0.50,2020-07-14T16:02:34Z,2014-12-30T01:03:46Z
89.29.128.250,not-assigned.tvalmansa.es.,41368,"Tv Almansa, S.l.",ES,Montealegre del Castillo,,,false,0.50,2020-07-14T16:02:32Z,2014-12-30T01:17:25Z
88.151.140.202,e140-202.icpnet.pl.,13110,INEA S.A.,PL,Konin,,,false,0.50,2020-07-14T16:02:35Z,2014-12-30T02:03:43Z
170.210.83.110,mikrofatu.uncoma.edu.ar.,4270,Red de Interconexion Universitaria,AR,Neuquén,,,false,0.50,2020-07-14T16:02:39Z,2014-12-30T09:09:45Z
37.235.70.59,new.mega.nn.ru.,39289,OOO MediaSeti,RU,Nizhniy Novgorod,,,false,0.83,2020-07-14T18:29:06Z,2014-12-30T10:07:49Z
158.193.86.29,vpn.net.iklub.sk.,2607,Zdruzenie pouzivatelov Slovenskej akademickej datovej siete,SK,Svidník,,,false,0.50,2020-07-14T16:02:45Z,2014-12-30T10:10:15Z
210.242.68.59,210-242-68-59.HINET-IP.hinet.net.,3462,Data Communication Business Group,TW,Taipei,DNSServer,,false,0.50,2020-07-14T16:02:45Z,2014-12-30T10:30:05Z
212.58.212.83,,12380,Rostelecom,RU,St Petersburg,,,true,0.50,2020-07-14T16:02:46Z,2014-12-30T10:57:45Z
109.202.11.6,host-109-202-11-6.avantel.ru.,8711,JSC Avantel,RU,Barnaul,unbound 1.4.22,,false,0.50,2020-07-14T16:02:49Z,2014-12-30T11:26:18Z
200.6.203.241,241.203.6.200.static.intelnet.net.gt.,14754,Telgua,GT,Guatemala City,dnsmasq-2.52,,true,0.50,2020-07-14T16:03:01Z,2014-12-30T12:27:22Z
213.5.120.2,,50048,Andrey Chuenkov PE,RU,Shumerlya,9.5.1-P3,,false,0.50,2020-07-14T16:03:02Z,2014-12-30T12:32:00Z
212.100.143.211,,8732,OJSC Comcor,RU,Moscow,,,false,0.50,2020-07-14T16:03:02Z,2014-12-30T12:37:25Z
92.247.24.30,,8717,A1 Bulgaria EAD,BG,Sofia,,,false,0.50,2020-07-14T16:03:08Z,2014-12-30T13:24:28Z
83.246.140.204,ip-83-246-140-204.intelbi.ru.,31364,Joint Stock Company TransTeleCom,RU,Barnaul,dnsmasq-2.59,,false,0.50,2020-07-14T16:03:12Z,2014-12-30T13:31:31Z
200.110.130.194,host194.200.110.130.ifxnw.com.ar.,18747,IFX18747,AR,Buenos Aires,Microsoft DNS 6.1.7601 (1DB15F75),,false,0.82,2021-05-18T03:55:53Z,2014-12-30T13:32:33Z
93.91.145.230,u145-230.static.grape.cz.,47232,ISP Alliance a.s.,CZ,Chomutov,,,false,0.50,2020-07-14T16:03:11Z,2014-12-30T13:39:13Z
78.130.39.189,78-130-39-189.static.net.nos.pt.,2860,"Nos Comunicacoes, S.A.",PT,Maia,,,false,0.50,2020-07-14T16:03:15Z,2014-12-30T13:40:52Z
193.110.60.3,phone-qinq1.digicable.hu.,20845,DIGI Tavkozlesi es Szolgaltato Kft.,HU,Budapest,9.14.9,,true,0.50,2020-07-14T16:03:18Z,2014-12-30T14:12:15Z
60.32.151.210,ds.do-link.net.,4713,NTT Communications Corporation,JP,Tsukuba,,,false,0.42,2021-05-17T20:55:02Z,2014-12-30T14:17:23Z
50.194.130.97,50-194-130-97-static.hfc.comcastbusiness.net.,7922,COMCAST-7922,US,Littleton,,,false,0.49,2021-05-03T22:24:04Z,2014-12-30T15:02:30Z
79.143.180.116,vmi7499.contabo.host.,51167,Contabo GmbH,DE,Munich,Microsoft DNS 6.1.7601 (1DB15EC5),,false,0.48,2021-05-18T03:56:09Z,2014-12-30T15:11:02Z
108.179.34.214,6cb322d6.cst.lightpath.net.,6128,CABLE-NET-1,US,The Bronx,Microsoft DNS 6.0.6002 (1772487D),,false,0.77,2020-07-15T12:41:15Z,2014-12-30T15:17:25Z
91.205.3.65,mail.nsma.ru.,15774,Joint Stock Company TransTeleCom,RU,,Microsoft DNS 6.1.7600 (1DB04228),,false,0.51,2021-05-03T22:26:46Z,2014-12-30T15:35:35Z
190.122.186.214,190-122-186-214.reverse.cablecolor.com.gt.,22869,CABLECOLOR S.A.,GT,Morales,,,false,0.27,2021-05-17T20:55:06Z,2014-12-30T15:38:54Z
188.118.227.21,dns-2.space.at.,8437,Hutchison Drei Austria GmbH,AT,Vienna,9.8.4-rpz2+rl005.12-P1,,false,0.86,2021-05-17T20:54:55Z,2014-12-30T15:45:00Z
186.38.56.11,dns.interonda.com.ar.,265736,SCDPLANET S.A.,AR,Salto,8.4.4-NOESW,,false,0.60,2021-05-03T22:26:54Z,2014-12-30T15:46:54Z
115.178.73.100,Exemmain.ex-em.com.,9318,SK Broadband Co Ltd,KR,Gimpo-si,,,false,0.50,2020-07-14T16:03:38Z,2014-12-30T15:49:41Z
220.130.192.226,220-130-192-226.HINET-IP.hinet.net.,3462,Data Communication Business Group,TW,Taipei,,,false,0.50,2020-07-14T16:03:36Z,2014-12-30T15:56:48Z
93.63.229.132,93-63-229-132.ip29.fastwebnet.it.,12874,Fastweb,IT,Rome,,,false,0.80,2020-07-14T17:29:58Z,2014-12-30T15:56:51Z
75.148.63.125,75-148-63-125-Knoxville.hfc.comcastbusiness.net.,7922,COMCAST-7922,US,Smyrna,dnsmasq-2.40,,true,0.50,2020-07-14T16:03:46Z,2014-12-30T16:51:16Z
